model_name,attack_name,acc,prec,rec,f1,l0_pixels,l1,l2,linf,power_mse,clean_accuracy,accuracy_drop,relative_accuracy_drop,asr_unconditional,asr_conditional,time,n_samples
resnet18,APGD,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,70.3485689163208,970
resnet18,APGDT,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,82.13104605674744,970
resnet18,BIM,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,53.17967891693115,970
resnet18,CW,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,146.99010157585144,970
resnet18,DeepFool,37.11340206185567,39.769089030893255,37.607607165314334,37.67803252216302,0,0,0,0,0,97.0,96.62886597938144,0.9961738760760974,0.6288659793814433,,237.89985156059265,970
resnet18,DIFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,60.938005208969116,970
resnet18,EOTPGD,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,102.85032606124878,970
resnet18,FAB,1.5463917525773196,1.426116795461868,1.6115284986380256,1.4275489225421873,0,0,0,0,0,97.0,96.98453608247422,0.9998405781698373,0.9845360824742269,,376.2221574783325,970
resnet18,FFGSM,10.103092783505154,9.775534366210847,10.374780595778281,9.914707696240903,0,0,0,0,0,97.0,96.89896907216495,0.9989584440429375,0.8989690721649485,,17.11848473548889,970
resnet18,FGSM,13.608247422680412,12.869928697666802,13.94310819368895,13.19658964293441,0,0,0,0,0,97.0,96.86391752577319,0.9985970878945689,0.8639175257731959,,17.131398677825928,970
resnet18,GN,89.79381443298969,91.76396458287846,90.02997484439008,89.99516434029879,0,0,0,0,0,97.0,96.1020618556701,0.9907429057285577,0.10206185567010306,,12.382894277572632,970
resnet18,Jitter,6.185567010309279,6.628040997894679,6.252147559048929,6.350669612227182,0,0,0,0,0,97.0,96.9381443298969,0.9993623126793495,0.9381443298969072,,73.63119602203369,970
resnet18,MIFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,61.5707311630249,970
resnet18,NIFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,60.19157409667969,970
resnet18,PGD,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,59.04024338722229,970
resnet18,PGDL2,3.2989690721649487,4.140431895058164,3.4712330897403847,3.7124910766831714,0,0,0,0,0,97.0,96.96701030927835,0.9996599000956531,0.9670103092783505,,60.653788566589355,970
resnet18,PGDRS,97.62886597938144,97.67542088512853,97.73961094796718,97.66081807360449,0,0,0,0,0,97.0,96.02371134020619,0.9899351684557339,0.023711340206185594,,66.13285398483276,970
resnet18,PGDRSL2,99.79381443298969,99.77260981912146,99.79797979797979,99.78474725626853,0,0,0,0,0,97.0,96.0020618556701,0.9897119778935063,0.0020618556701030855,,66.46015334129333,970
resnet18,RFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,59.19111967086792,970
resnet18,SINIFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,238.47677755355835,970
resnet18,SPSA,97.52577319587628,97.46886177814804,97.5761261938527,97.5084893038989,0,0,0,0,0,97.0,96.02474226804124,0.9899457965777447,0.024742268041237137,,110.5951042175293,970
resnet18,TIFGSM,0.2061855670103093,0.3767876787678768,0.20456905503634476,0.24457218174495665,0,0,0,0,0,97.0,96.9979381443299,0.9999787437559783,0.9979381443298969,,62.58682060241699,970
resnet18,TPGD,44.123711340206185,46.17101423028866,44.6570000828433,44.52095445393862,0,0,0,0,0,97.0,96.55876288659793,0.9954511637793602,0.5587628865979382,,62.55646276473999,970
resnet18,UPGD,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,60.96883273124695,970
resnet18,VMIFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,283.21432733535767,970
resnet18,VNIFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,97.0,97.0,1.0,1.0,,280.79470229148865,970
resnet18,Pixle,53.09278350515464,60.465205206334495,53.15192651505048,53.499072993131705,0,0,0,0,0,97.0,96.46907216494846,0.9945265171644171,0.4690721649484536,,1289.0971479415894,970
resnet18,Square,1.5463917525773196,2.2355994499616965,1.6239026629000948,1.7166966797656447,0,0,0,0,0,97.0,96.98453608247422,0.9998405781698373,0.9845360824742269,,4740.71653342247,970
